score,sentence,rating,vote
0.9974,"WELL LET ME START OFF BY SAYING I ALWAYS BUY KENWOOD I HAD A KVT516 ANND THEN DDX512 THIS UNIT  BLOWS BOTH OF THEM OUT THE WATER IM HAVE RESEARCHED THIS RADIO FOR WEEKS BEFORE BUYING AND I DID READ A LOT OF NOT SO GOOD REVIEWS,, BUT I LOVED THE IDEA OF VOICE COMMANDS AND NO IT DOES NOT WORK PERFECT BUT I FIND IT DOES WORK WAY BETTER THEN USING THE REMOTE OR ENTERING BY HAND,, LIKE GPS ITS AMAZING I WILL SAY ON A SCALE OF 1-10 THE V0ICE COMMANDS IS 7 ONLY BECAUSE YOU NEED TO SAY A SPECFIC COMMAND CLEARLY  OR YOU WILL NEED TO REPEAT IT BUT I HAVE FOUND ONCE I READ THE VOICE COMMAND TABLE IT WORKED BETTER ,,SO I WRITE THIS REVIEW BECAUSE I BELIEVE SOMONE WILL BE ON THE FENCE LIKE ME,,, BUY FROM A GOOD EBAYER  STORE WITH WARRANTY  I PAID $574 FREE SHIPPING NOT BAD I SAY FOR A RADIO WITH THIS MANY FEATURES THAT COST $1200 2 YEARS AGO  OK HERE IS THE BAD IT IS NOT SLOW AS MOST WOULD SAY BECAUSE LIKE MOST ELECTRONICS  WITH NEW TECNOLOGY  WHEN THEY FIRST COME OUT THERE IS SOME BUGS TO WORK OUT WHICH MOST ARE  MY UNIT IS RESPONSIVE AND MAY TAKE 5 SECS AT MOST  AND YES I KNOW THATS NOT I-PHONE SPEED BUT IT GETS THE JOB DONE IF YOU HAVE A LITTLE PATIENCE ,,,THERE IS 2 I-POD USB PLUGS MAKE SURE TO ONLY USE THE ONE MARKED IPOD-USB FOR USB THUMB DRIVE OTHERWISE IT WILL CAUSE YOUR UNIT TO RESTART REMOTE NOT WORK AND OTHER ISSUES AND THIS INFO COMES STRAIGHT FROM KENWOOD TECHS",4.0,2
0.9971,"Great IPS Monitor, I am an HP fan this is the second  hp monitor I own I still own the hp 2511 led I still love it but its not IPS, the reason I am giving this monitor 5 stars is:
1- IPS with great viewing angles and accurate colors and excellent image, right out of the box easy setup with default setting just a mazing clarity and quality, just make sure to connect the DVI or HDMI to get the full potential of this monitor, the anti glare works great the window is behind me and I do not see any reflections, text is very sharp, images is just clean
2- light weight and thin does not take much room on the desk
3- 23"" is a bout the right screen size not too big and certainly not small, to me just perfect size
4- has VGA, HDMI, DVI connections placed at the right place easy to access also the VGA and DVI cables are included
5- The price, I bought this monitor directly from hp website total of $110.00 free shipping , that just tops it off just a great monitor better than any thing I have seen in its class.",5.0,0
0.997,"Pretty Good Camcorder - MUCH better than Sony

Full HD AVCHD records at 60p or compressed MP4

GREAT Picture
Records in Full HD (AVCHD format)
Records in 60p or compressed MP4
-crisp / clear video
-good colors
-can zoom in on your saved video and see the details clearly
Uses an SD card for storage (none provided - you need to purchase)
Zoom works nicely
-not too fast when zooming, zooms ""smoothly"" at a nice pace/speed
-doesnt produce a ""jerk"" effect when starting zoom (appears smooth & natural)
Very easy to use
-pretty much turn on record and point and shoot
-auto focuses for you (works well)

much better than Sony CX380, CX290 video quality wise

I owned two Sony camcorders CX380 and CX290 and returned both - the reason was the colors were too bright (settings wouldnt fix), BOTH had a fish eye lens effect on both sides of the video (left and right side top to bottom) - you can see my other reviews on the two Sony camcorders I mentioned

B&H $199 no tax free shipping

To go with this I recommend: PNY Elite Performance 64GB UHS-1 SDXC Flash Card (P-SDX64U1H-GE-A) (90MB/sec) works GREAT

Overall/Summary:

Pretty Good Camcorder
easy to use
great picture clean clear crisp
just ""point and shoot"" high definition video
very impressive for a non-professional camcorder, and especially for this price",5.0,0
0.9966,"I read all over the place when deciding what to do for sound in my livingroom - here is what I have to say after pulling the trigger, and that people debating buying should consider:

- It uses the TV as a receiver - you cannot run it with a typical home theater receiver i don't think - this fine for me and intended
- Its undeniably expensive (I bought refurbished for $530)
- Audiophiles probably would maybe say its not great sound - I'm not one of those and i think it sounds great
- According to other reviews It probably sounds much better with the super expensive $700 bass - i'm waiting for a price drop to maybe buy that
- I bought a nice new thin TV with s***ty sound that has great picture and looks good mounted on wall - didn't want to have some massive wired sound system cluttering up the living room
- This looks great resting on hearth under TV - nice and minimalist
- it doesnt have all sorts of wires to run everywhere - just TV to Sonos
- The Sonos phone app is pretty cool
1) its intuitive
2) it makes setting up the speaker very easy
3) It shows a quick easy menu to do everything like:
play pandora
play iheartradio
play podcasts that are on your phone
play music thats on your phone
play radio stations with ""tunein""
- It does NOT work with my 2015 model year higher end Samsung TV remote - got the blu ray player remote to control it for now but need to figure out how to make the TV remote work
- Its great to have to just play music from when not watching TV, and use your phone in a very quick and convenient way to do so
- If you live in an apartment or might be moving and want a nice loud awesome speaker, definitely consider this over a full wired sound system as its super easy to move (could even bring it to a friends for a party or whatever)",5.0,17
0.9965,well it did not work sound horrible please do not buy the above weird name and it does not have any kind of future compared to this Sony we loved it so much that all what we did this weekend is playing with it sounds great it is worth the extra $100 compared to the again weird name has so much future that you will enjoy a lot heavy duty remote control a lot of future in the remote also the base is great which I cannot turn it all the way up due to my neighbors complain in the photo it looks small but the best speaker its big and heavy speakers are made from heavy material including metal also receiver is very neat and the body is made from metal is still working on figure a lot of future out you can enjoy Amazon movie Internet in music it's basically smart electronic very smart and digitally organized I actually did not accept all of these futures that comes with it for the priceit's great and remember this is Sony before purchasing I was looking for videos that talks about item I found some videos and that's how I end up buying it as well as reading some positive reviews but after installing the units and see all of the future in it I am actually surprised that there is no video that talks about all of this so you probably will see video and talks about some futures but not even close to be complete the future's in this receiver it isbasically a computer with window 8 you also can use wireless speakers or attach them to bluetooth but I know for a fact using the wires will provide you better sound then bluetooth we watch Fast and the Furious movie and oh man it's better than going to s eater I am just missing the right TV so I have 42 inches Samsung TV so now to complete the package I am going to switch it to 52 and find a Sony brand that is smart TV as well and I don't think I will want to changin anytime soon bottom line I am completely satisfied happy customer well done sony.,5.0,0
0.9965,"But, that's not why I got it, I got to do homework on, and honestly, that's what it does, this thing looks great, but it's small and the screen is really nice, took it to class and ran several power point presnetations with external HDMI or VGA connector and the sound was great too (the class sound system did not work), but these little speakers were loud and clear enough for all my classmates -

Those folks with $1200$1500 mackbook pro's 13"" and 15"" were amazed especially at the price I got it for $140 off my local Crgslist - wow, when it is cleaned up nice and pretty, it looks new - I would easily pay $150-$200 for this currently - web browsing great, camera ok, but the keys and mouse are excellent and the screen is sharp - Just a tremendous little guy for the money - very very happy.",5.0,2
0.9963,"Case Logic BEBP-115 Backpack

Pros:
High quality Nylon/Polyester
Lots of well placed pockets:
  -Small *phone* pocket on top has nice felt interior
  -Smugglers pocket *in bottom of back support* is a nice touch (used for airline tickets)
  -Zippers on sides are great for things besides bottles but also keep bottles from moving
  -- Mesh within side pockets help adjust to different sized bottles
  Vanishing pocket in front is ideal for wallet, keys, etc
Handle on top and bottom (for storing in overhead compartment) seems very well made
Laptop and tablet pockets are well padded (NO problems with bottom padding)
Mesh pockets within other pockets are good for storing small things safely
Great for all types of electronics
Overall design is pleasing NOTE: blue accents on front of bag are little rubber strands
Back/lumbar padding is very generous
No problems with heating on back
Arm straps go all the way across the top and behind neck for added support
Chest strap is great addition
Main compartment could fit at least 3 large textbooks or several books, notebooks, folders
Small front pocket has a number of pockets for pens/pencils, notecards, etc.",4.0,19
0.9963,"Packaging
 - very nice presentation
 - packaged securely
 - a place for each item
 - magnetic flap closure for box a nice touch

Construction
 - metal construction
 - feels sturdy without being heavy
 - joints and pivot points do not feel they will break
 - buttons show some ""wiggle"" but do not feel too loose
 - usb-c Jack a nice touch as it prevents damage to port by forcing plug in incorrectly as can  happen with micro USB
 - band and ear-cup material of good quality with ample padding

Comfort
 - easily adjusted to a snug comfortable fit
 - for me these are over ear headphones but fit may be different for those with larger head or ears
 - padding very comfortable and did not get too hot with extended use

Ease of Use
 - paired easily and on first try (tested on several devices)
 - buttons in easy to reach positions and provide good tactile feedback
 - charging worked as expected and was able to change from laptop and generic USB charger without problems

Bluetooth Quality
 - as noted earlier pairing was quick and easy on devices running IOS, Mac Os, Windows 10 and android
 - range is excellent I was able to leave my iPad Pro 9.7 playing and was able to walk into any room in my house, both upstairs and downstairs without losing the connection.",5.0,2
0.9963,"- Ipod Shuffle has a rechargeable internal battery that charges through any USB port: GOOD

- Ipod Shuffle's Internal non-user-replaceable battery will eventually die: BAD

- Sandisk DAP uses common AAA batteries which you can buy anywhere: GOOD

- Buying new batteries every 1 or 2 weeks can get to be annoying: BAD

- But you can buy rechargeable ones: GOOD

- Both have 1 GB of capacity: GOOD

- Both can store Music and Data: GOOD

- IPod Shuffle must be accessed through ITunes propietary software: BAD

- To use IPod Shuffle on several computers you must install ITunes on all of them: BAD

- Sandisk DAP is recognized as an external flash drive (Just like a very very large memory key): GOOD

- Sandisk doesn't need any special software or drivers to be recognized: GOOD

- IPod Shuffle comes with a built in USB Connector: GOOD

- Sandisk DAP needs an aditional cable to be connected: BAD

- Sandisk DAP has a built in FM Radio (Not that I use it too much since I have 200+ songs I love at a few clicks, why listen to FM waiting for a song I like): GOOD

- Sandisk DAP features a LCD Display (believe me, this is very useful if you'll search for a specific song between your 200+ songs): GOOD

- Sandisk DAP has a 5 line equalizer fully customizable: GOOD

- Sandisk DAP includes a voice recorder (I don't find it very useful, but you might do): GOOD

- Sandisk DAP's price is lower than IPS: GOOD

- IPod Shuffle's carrying case and arm band are sold separately: BAD

- Sandisk DAP includes the carrying case and the arm band: GOOD

- IPod Shuffle's battery life is about 12 hours: GOOD

- Sandisk DAP's battery life is about 12 hours: BETTER

And the final point that helped me on my final choice...",5.0,39
0.9961,"2.4gHz - mixed B/G/N @ 11 feet through 2 walls:

Client  Mode  Average Speed  Signal Strength
Nexus 7 2013  N  72mbps  -40dBm
LG LS970  N  65mbps  -51dBm
Dell laptop  N  144mbps  excellent
Toshiba Laptop  G  54mbps  excellent
Toshiba w/T4U  N  144mbps  excellent

2.4gHz - mixed B/G/N @ 40 feet through 4 walls:

Client  Mode  Average Speed  Signal Strength
Nexus 7 2013  N  26-65mbps (usually 52mbps)  -57dBm
LG LS970  N  12-24mbps (usually 24mbps)  -65dBm
Dell laptop  N  40-144mbps (usually 72mbps)  good
Toshiba Laptop  G  48-54mbps (usually 54mbps)  good
Toshiba w/T4U  N  58-130mbps (usually 86mbps)  very good

5gHz mixed mode A/N/AC @ 11 feet through 2 walls:

Client  Mode  Average Speed  Signal Strength
Nexus 7 2013  N  150mbps  -41dBm
LG LS970  N  150mbps  -51dBm
Dell laptop  N  300mbps  excellent
Toshiba w/T4U  N  300mbps  excellent
Toshiba w/T4U  AC  867mbps  excellent

5gHz mixed mode A/N/AC @ 40 feet through 4 walls:

Client  Mode  Average Speed  Signal Strength
Nexus 7 2013  N  40-90mbps (usually 60mbps)  -69dBm
LG LS970  N  12mbps  -72dBm
Dell laptop  N  60-180mbps (usually 120mbps)  fair
Toshiba w/T4U  N  120-180mbps (usually 150mbps)  good to very good
Toshiba w/T4U  AC  260-325mbps (usually 325mbps)  good to very good

It is clearly obvious that 2.4gHz is a stellar performer on this router - and offered signals around 10-15dBm stronger than my old Linksys WRT150N.",5.0,707
0.996,"Here's a few excerpts from the glowing reviews here:

""The Monster XPHP-CI cable makes a big difference at any volume, but it really shines when you are pushing allot of sound at once, especially bass.""

""The sound I am getting is a noticeable improvement over older Monster cable of similar gauge.""

""Reproduces excellend sound; probably the best speaker cable in this price range.""

""This cable is great for anyone concerned with clear sound output but not with are large bill.""

""The Monster speaker wire delivers great sound and is very thick and sturdy.""

""Sure many people are happy using hardware store wire, but if you like the extra quality this wire has it""

""The sound I am getting is a noticeable improvement over older Monster cable of similar gauge.""

""This cable is great for anyone concerned with clear sound output""

I'd like to know how everyone was able to objectively ascertain that the quality improved from one speaker wire to another?",3.0,272
0.9959,"I am a BlackBerry fan since many years ago, so I might not be the most objective person reviewing this phone, but I'll try to do my best

First I have to say, the BlackBerry 10 is definitely a great operation system; after a little practice you'll master the gestures or movement to manage the system; is fluent, stable, and very practical

The highlights are (at least for me):

-The peek motion to see if you receive a message, mail, notification or update without leaving your current application (like video, calendar, web page, etc.)

-The time shift on the camera; that lets you take a really fast set of continuous photos and with a simple slide of your finger, you can select the best/sharpest one, then go to the face of the person on the photo and select the one in which the person is with their eyes open and/or smiling and the phone will combine both photos into one automatically (no other smartphone has this feature, that I know)

-The keyboard; well I don't know how to explain how easy is to use this keyboard, large keys, soft to the touch, and the phone predict the next possible words that you may write, so you only have to tap on the correct one, and it also have and auto correctors that is state of the art

-The bowser has a unique feature, which converts most of the web pages you'll visit in to a readable document, like in a kindle with only the text (with font size adjustment) so you'll have a more comfortable reading experience

-The phone is built to last; but any ways I'll recommend that you use a cover for more protection ; )
The only con that I can list is that the apps available is not that big as the ones for Android and IPhone; however, this is expected to change since BlackBerry release a conversion package so developers can transform Android App to BlackBerry quick easily; so the most popular app from Android should arrive to BlackBerry sometime soon

Note: you can install some android apps, just search in the web for more information of how to do it; but is a little complicated for a regular user, so I really don't recommended

So basically, this is a great smartphone, and if you like physically keyboard this one has no competition!!!",5.0,10
0.9957,"Pros: Works great, sensitive receiver which gets signal inside my house where my Nuvi won't, good battery life, interface is easy to understand and logical, tough enough to survive mounting on a snowmobile (Garmin might not recommend it but that's how I use it)

cons: be aware that to make unit useful you will have to add at least one map at about $80 as whether you are on or off road the local roads are probably your best location reference and these are not on the included basemap so you will want to add either the Topo or road map (both include local streets but only the street map has data for turn by turn routing on roads) also the included microsd card is laughably small, add a 2 GB microSD card which is less than $10 at Amazon, saves 20 tracks at 500 points each (the current track can have up to 10,000 points and those can be saved on the SD card but the saved tracks get cut down to 500 points though they seem to maintain good accuracy) where Garmins new units can save 20 at 10,000 points each, not really a big problem but if you want to save the tinyest details of large tracks it might matter to you

Not really a con but for a bit more you can get the latest and greatest from Garmin which has a big beautiful display and works well also, if you want a newer unit and are into cold weather sports like me consider the Colorado over the Oregon as I have read that the touch screen on the Oregon doesn't work well in the cold, I've used the Colorado and it works great as well",5.0,0
0.9954,these 'cans' as we say in radio -- are more like ear muffs on a cool winter day -- they are to WARM and the material causing sweating the material is simply too uncomfortable -- also over-the-head band is too constricting -- pushing into the ears muffs sideways --  perhaps to keep out ambient noise out -- BUT NOT COMFORTABLE -- or perhaps its the weight of the earphones ---  finally the bass is too much - but maybe some folks like a super bass -- i was looking for a headphone set that would emphasize vocals - as that i wanted to use them for audio academic lecture primarily -- the $15 was a great buy AND the white style is kinda kewl looking ( i guess if your  podcasting or webcasting skype lol ) but the model RP-HT21 panasonic is ' 5 ' fantastic at amazing ~ $3.82 -- 75% cheaper than sony -- i plan to actaully order another set of the panasonic -- whoops forgot in fairness the sony are swivel is a great feature as that the earphones can lie ' flat' on a desk / table surface -- IF i purchased these sony locally store rather than online >> the sony would be returned - BTW amazon did a great job on the fast AND free shipping minimum $25 purchase -- kudos amazon -:),2.0,0
0.9954,"These cables are great these are made very well they are the perfect length and the sound that comes through them is also wonderful, I am super happy with this and I'm sure you will be also, the kids has taken these from me they are using them for everything and love them as well, I would suggest and reccomend these to anyone and I'm sure you will be just as happy with this as we are, give them a try you won't be sorry you done so

I did get this item at a discounted price or free in exchange for a fair and honest review, I am not affaliated with this company or product at all, I am simply a person who reads reviews in making my buying decisions and hopefully this will help in your buying decisions, thanks again for taking the time to read this review and have a great rest of your day !!",5.0,0
