reviewTime_parsed,avg_rating
2015-09-30,4.324531516183987
2015-10-31,4.319924443822583
2015-11-30,4.327515498330949
2015-12-31,4.3091182723776305
2016-01-31,4.348960490350368
2016-02-29,4.356375106150673
2016-03-31,4.351036651272477
2016-04-30,4.339306171606498
2016-05-31,4.343315033549604
2016-06-30,4.344806763285024
2016-07-31,4.339552043539693
2016-08-31,4.336285920280153
2016-09-30,4.337775186696649
2016-10-31,4.3253763569843455
2016-11-30,4.328440007829321
2016-12-31,4.341582875505338
2017-01-31,4.3648231477605695
2017-02-28,4.359065943323112
2017-03-31,4.3487677605934865
2017-04-30,4.325633216965016
2017-05-31,4.316462506207581
2017-06-30,4.310686514107976
2017-07-31,4.300333362575665
2017-08-31,4.3103567567567564
2017-09-30,4.307457998191423
2017-10-31,4.278607216964422
2017-11-30,4.286118386589838
2017-12-31,4.27934199669967
2018-01-31,4.311907983761841
2018-02-28,4.310930461347279
2018-03-31,4.33872132923966
2018-04-30,4.3445175014503965
2018-05-31,4.3087260241534455
2018-06-30,4.311654262516915
2018-07-31,4.302628766830519
2018-08-31,4.360708534621578
2018-09-30,4.2894736842105265
2018-10-31,1.0
