score,sentence,rating,vote
-0.9832,"By way of comparison, we originally had a Philips Pronto, which worked, but I hated the touch screen, and it eventually died of a broken screen after cruel abuse by our kids.",4.0,44
-0.9831,"died instantly, died instantly, died instantly, died instantly, died instantly, died instantly,died instantly, died instantly, died instantly.",1.0,0
-0.9817,BAD BAD BAD product and BAD BAD BAD company to do business with!!,1.0,11
-0.9806,"I just read their ""fine print"":
Accidental Damage from Handling Coverage (ADH Coverage):  If Your Product is eligible and if purchased, ADH Coverage augments Your  Service Agreement by providing protection  against sudden  and unforeseen  accidental damage to Your Product; provided such damage was  in the course of regular use of the Product by You, and subject to the following exclusions:  ADH  COVERAGE  DOES  NOT  PROVIDE  PROTECTION  AGAINST  WEAR  AND  TEAR,  THEFT,  MYSTERIOUS AMTUBIDPFD (09/12) Page 2 of 9

DISAPPEARANCE, MISPLACEMENT, VIRUSES, RECKLESS, ABUSIVE, WILLFUL OR INTENTIONAL CONDUCT ASSOCIATED WITH
HANDLING AND USE OF  THE  PRODUCT, COSMETIC DAMAGE AND/OR OTHER DAMAGE  THAT DOES NOT AFFECT UNIT
FUNCTIONALITY, OR DAMAGE CAUSED DURING SHIPMENT BETWEEN YOU AND OUR SERVICE PROVIDERS.",1.0,15
-0.9804,"Pros
My unit was manufactured on 12/13 uses the latest UL 1449 3rd Edition specs for performance and safety and I confirmed most during the disassembly
Quality control certificates for each specific serial numbered unit showing each was tested before leaving the factory; most makers only sample test a few per lot, not each unit
The newer designs have the SPD portion in its own 'blast' box, so any debris that occurs during a severe surge are contained in the blast box
Similarly, the screws and mount holes are also separately boxed, to insure it doesn't touch any power lines inside the SPD
The roof of the main blast box has a fire retardant to contain flames, which is a common occurrence is severe surges with MOV protection
The MOV are now wired to kill the main power in case of a LN surge, and the ground line in case of a LG or NG surge, and a third fail safe fuse to kill main power as a backup to the above; the net result is a bad surge will kill the whole unit
There are 4 stand alone socket protective covers supplied
Quality build
$8!",5.0,28
-0.978,"I bought this because our remotes keep disappearing, but I also have a Vizio tv in my classroom and when the remote for it stopped working (it's really dead, dead, dead) I took this one to school to try, and it works fine, even though that tv isn't Smart.",5.0,0
-0.9766,"(after installation of my battery, not everyone's story is the same as mine, but this is WORST case scenerio and this is for my particular issue as my wife did a factory reset and the ""old"" battery died during install of factory software, bad, very bad)
  FIRST.",5.0,11
-0.9766,"(after installation of my battery, not everyone's story is the same as mine, but this is WORST case scenerio and this is for my particular issue as my wife did a factory reset and the ""old"" battery died during install of factory software, bad, very bad)
  FIRST.",5.0,10
-0.9762,"or 1 year?)
2 2TB greens - sames as the 1TB
2 Caviar Blacks - both died after 18 months, but at least they have a 5 year warranty
1 2TB RE4 - died after 6 months

I have multiple computers and so it is not like there is one EVIL PC that kills hard drives involved even.",1.0,0
-0.9761,Seemed like it would be ok but after it did 83 windows updates it died dead dead dead,1.0,2
-0.9761,"Some may feel that this is overkill, but when I was in the Apple store, an employee I know told me about people whose pencils had suffered  permanent (and ""fatal"") damage because the pencil's lightening charger, while exposed, suffered damage.",4.0,28
-0.9758,"I) Fortuitous events; including, but not limited to: environmental conditions, exposure to weather conditions or perils of nature; collapse, explosion or collision of or with
another object; fire, any kind of precipitation or humidity, lightning, dirt/sand, smoke, nuclear radiation, radioactive contamination, riot, war or hostile action.",1.0,5
-0.9755,I HATE HATE HATE HATE I HATE THIS keyboard.,1.0,2
-0.9753,"Jeff's mother saying ""I can smell him on your (rude name for female body part) from here"", and a double murder and gay sex scandal in the flashback, plus a lot of rape and references to rape and mutilation during the current time, make this book a bit gross - they seem to be gratuitous additions that don't really add to the story.",2.0,0
-0.9752,"Drops & Cracked Screens
(ACCIDENT PLANS ONLY)

Spills & Liquid Damage
(ACCIDENT PLANS ONLY)

Mechanical & Electrical
Failures

Speaker/Sound Failure

Screen Failure

Won't Power On

Power Supply Burnout

Remote Failure
That's it folks!",5.0,0
-0.9741,"Ummm ASUS we have a problem--I don't want to get on your case, but your case/stand is BAD, REALLY BAD & RUINS this USB monitor",1.0,2
-0.974,"Terrible i wrote another review about these guys here is the summery

Terrible picture quality
Bad battery life
crappy app
worst of all when the camera stops working (3 of my 6 cameras did stop working) there is no customer support.",1.0,0
-0.974,"It works, and I still use it, but it creates a constant buzz from both my speakers and headphones, interspersed with frequent high-pitched squeals like it's haunted by the ghost of someone who died a horrifically painful death.",2.0,0
